ID,Book_length_min,Book_length_char,Avg_rating,Rating_count,Review_score,Price,Discount,Total_minutes_listened,Completion,Support_requests,Target,Support_request
29579,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,29,0,20
30709,216.0,216,10.07,10.07,1,7.0,0.0,0.0,0.1,0,0,0
32134,2160.0,2160,6.71,6.71,0,8.91,0.32,691.2,0.1,37,0,20
150,1188.0,1188,32.9,25.6,1,10.0,0.09,106.92,0.1,4,0,4
366,648.0,648,5.33,5.33,1,10.0,0.0,0.0,0.1,0,1,0
797,2160.0,2160,5.33,5.33,1,9.0,0.04,86.4,0.1,0,0,0
2315,1620.0,1620,80.0,25.6,1,10.0,0.37,599.4,0.1,94,0,20
2714,1620.0,1620,8.0,8.0,0,8.91,0.13,210.6,0.1,49,0,20
3119,1620.0,1620,7.6,7.6,1,8.0,0.73,1182.6,0.1,261,0,20
4206,2160.0,2160,7.51,7.51,0,8.91,0.0,0.0,0.1,19,0,19
4339,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,28,1,20
4522,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,72,1,20
4933,1620.0,1620,6.71,6.71,0,8.91,0.38,615.6,0.1,43,0,20
5327,216.0,216,10.07,10.07,1,10.0,0.0,0.0,0.1,0,0,0
5779,2160.0,2160,8.0,8.0,0,8.91,0.02,43.2,0.1,39,0,20
6363,648.0,648,5.33,5.33,1,8.0,1.0,648.0,0.1,105,0,20
6758,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,191,0,20
7368,2160.0,2160,8.0,8.0,0,8.91,0.47,1015.2,0.1,254,0,20
7474,1674.0,3348,6.64,13.28,0,8.91,0.0,0.0,0.1,16,1,16
10810,1620.0,1620,7.99,7.99,0,8.91,0.27,437.4,0.1,32,0,20
10868,1620.0,1620,7.99,7.99,0,8.91,0.01,16.2,0.1,3,0,3
12342,1620.0,1620,8.0,8.0,0,8.91,0.26,421.2,0.1,29,0,20
13155,1404.0,2808,5.02,10.05,0,8.91,0.0,0.0,0.1,21,1,20
13180,2160.0,2160,8.53,8.53,0,8.91,0.22,475.2,0.1,2,0,2
13614,1674.0,3348,8.53,17.06,1,9.0,0.0,0.0,0.1,143,1,20
14443,324.0,324,8.0,8.0,1,10.0,0.0,0.0,0.1,0,0,0
14877,1620.0,1620,5.93,5.93,0,8.91,0.05,81.0,0.1,266,0,20
16091,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,30,0,20
16254,1620.0,1620,8.0,8.0,1,6.0,0.49,793.8,0.1,203,0,20
16928,1404.0,2808,6.67,13.33,1,10.0,0.0,0.0,0.1,178,1,20
17522,1620.0,1620,8.0,8.0,1,9.0,0.99,1603.8,2.0,53,0,20
17842,324.0,324,7.99,7.99,1,10.0,0.0,0.0,0.1,0,0,0
18402,1620.0,1620,5.33,5.33,0,8.91,0.21,340.2,0.1,13,0,13
20030,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,72,1,20
20461,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,163,0,20
21730,1620.0,1620,8.0,8.0,0,8.91,0.07,113.4,0.1,0,0,0
21808,2160.0,2160,6.71,6.71,1,10.0,0.07,151.2,0.1,68,0,20
22209,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0.1,2,0,2
22744,1188.0,1188,8.0,8.0,0,8.91,0.06,71.28,0.1,0,0,0
24407,2160.0,2160,8.0,8.0,0,8.91,0.26,561.6,0.1,22,0,20
28123,1188.0,1188,7.99,7.99,0,8.91,0.0,0.0,0.1,16,0,16
28530,2160.0,2160,5.33,5.33,1,10.0,1.0,1620.0,2.0,253,0,20
29058,2160.0,2160,5.69,5.69,0,8.91,0.24,518.4,0.1,91,0,20
29347,1620.0,1620,8.0,8.0,0,8.91,0.02,32.4,0.1,24,0,20
29478,1620.0,1620,10.07,10.07,1,8.0,0.19,307.8,0.1,21,0,20
29932,1224.0,3672,6.22,18.67,0,8.91,0.0,0.0,0.1,57,1,20
31584,1620.0,1620,7.6,7.6,1,10.0,0.0,0.0,1.0,46,1,20
31606,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,40,0,20
32000,1188.0,1188,8.0,8.0,1,7.0,0.11,130.68,0.1,224,0,20
384,2160.0,2160,8.0,8.0,0,8.91,0.03,64.8,0.1,136,0,20
1092,2160.0,2160,5.69,5.69,0,8.91,0.0,0.0,0.1,17,0,17
3943,1620.0,1620,8.0,8.0,0,8.91,0.07,113.4,0.1,3,0,3
4111,2160.0,2160,10.07,10.07,0,8.91,0.01,21.6,0.1,39,0,20
5336,1620.0,1620,8.0,8.0,1,8.0,0.68,1101.6,0.1,0,0,0
6143,324.0,324,8.0,8.0,1,10.0,1.0,324.0,2.0,14,0,14
6807,2160.0,2160,8.0,8.0,0,8.91,0.06,129.6,0.1,61,0,20
7526,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0.1,31,0,20
8065,1674.0,3348,6.67,13.33,0,8.91,0.0,0.0,0.1,195,1,20
8412,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,121,0,20
8826,2160.0,2160,5.33,5.33,0,8.91,0.5,1080.0,0.1,11,0,11
8979,1620.0,1620,5.33,5.33,0,8.91,0.26,421.2,0.1,89,0,20
9928,2160.0,2160,7.51,7.51,0,8.91,0.9,1620.0,0.1,28,0,20
12165,1620.0,1620,8.0,8.0,1,9.0,0.45,729.0,0.1,283,0,20
12926,1620.0,1620,7.6,7.6,1,10.0,0.99,1603.8,0.1,160,0,20
14253,1080.0,1080,7.99,7.99,0,8.91,0.0,0.0,0.1,2,0,2
14364,1134.0,2268,6.64,13.28,0,8.91,0.0,0.0,0.1,71,1,20
15406,2160.0,2160,8.0,8.0,0,8.91,0.27,583.2,0.1,207,0,20
15997,1404.0,2808,5.33,10.67,0,8.91,0.0,0.0,0.1,16,1,16
19103,2160.0,2160,5.33,5.33,1,9.0,0.81,1620.0,1.0,212,0,20
19968,2160.0,2160,5.86,5.86,1,10.0,0.25,540.0,0.1,275,0,20
20679,1620.0,1620,8.0,8.0,1,10.0,0.56,907.2,1.0,280,0,20
21769,2160.0,2160,8.0,8.0,0,8.91,0.14,302.4,0.1,175,0,20
22336,2160.0,2160,8.0,8.0,1,10.0,0.29,626.4,0.1,4,0,4
22876,2160.0,2160,8.0,8.0,0,8.91,0.04,86.4,0.1,10,0,10
24604,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0.1,13,0,13
24914,2160.0,2160,8.0,8.0,0,8.91,0.33,712.8,0.1,96,0,20
24923,2160.0,2160,8.0,8.0,0,8.91,0.01,21.6,0.1,148,0,20
25571,2160.0,2160,8.0,8.0,1,7.0,0.17,367.2,0.1,5,0,5
25714,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,73,1,20
25764,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,43,0,20
25951,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,275,0,20
28136,1080.0,1080,8.0,8.0,0,8.91,0.0,0.0,0.1,47,0,20
28335,1620.0,1620,7.51,7.51,0,8.91,0.03,48.6,0.1,0,0,0
30261,2160.0,2160,8.0,8.0,0,8.91,0.11,237.6,0.1,265,0,20
31183,1620.0,1620,7.99,7.99,1,10.0,0.0,0.0,0.1,5,1,5
32470,1188.0,1188,8.53,8.53,0,8.91,0.0,0.0,0.1,60,0,20
32831,2160.0,2160,5.61,5.61,0,8.91,0.0,0.0,0.1,4,0,4
614,1620.0,1620,8.0,8.0,0,8.91,0.35,567.0,0.1,281,0,20
1361,2160.0,2160,5.33,5.33,0,8.91,0.45,972.0,0.1,7,0,7
2154,1188.0,1188,8.0,8.0,1,10.0,1.0,1188.0,3.0,202,0,20
3339,1620.0,1620,5.33,5.33,0,8.91,0.28,453.6,0.1,3,0,3
4786,324.0,324,8.0,8.0,1,8.0,0.0,0.0,0.1,0,0,0
5353,2160.0,2160,8.0,8.0,1,10.0,0.07,151.2,0.1,17,0,17
6514,2160.0,2160,5.33,5.33,0,8.91,0.2,432.0,0.1,254,0,20
8687,2160.0,2160,8.0,8.0,0,8.91,0.43,928.8,0.1,207,0,20
9902,1620.0,1620,8.0,8.0,0,8.91,0.08,129.6,0.1,6,0,6
10407,2160.0,2160,5.69,5.69,0,8.91,0.12,259.2,0.1,6,0,6
10895,1188.0,1188,26.13,25.6,1,6.0,0.0,0.0,0.1,0,0,0
11391,324.0,324,8.0,8.0,0,8.91,0.0,0.0,0.1,21,1,20
11531,2160.0,2160,7.51,7.51,0,8.91,0.0,0.0,0.1,162,0,20
12137,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,52,1,20
12279,1188.0,1188,8.22,8.22,0,8.91,0.0,0.0,0.1,0,1,0
12572,324.0,324,6.0,6.0,1,10.0,1.0,324.0,0.1,32,0,20
12787,1188.0,1188,7.51,7.51,1,10.0,0.58,689.04,0.1,41,0,20
12955,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,240,1,20
13547,1620.0,1620,8.0,8.0,1,10.0,0.74,1198.8,1.0,238,0,20
13641,1188.0,1188,6.0,6.0,0,8.91,1.0,1188.0,0.1,151,0,20
13897,2160.0,2160,5.33,5.33,0,8.91,0.02,43.2,0.1,170,0,20
14047,1890.0,3780,8.0,16.0,0,8.91,0.0,0.0,0.1,167,1,20
14706,1188.0,1188,8.0,8.0,0,8.91,0.07,83.16,0.1,137,0,20
14920,1188.0,1188,8.0,8.0,0,8.91,0.62,736.56,1.0,79,0,20
14993,1188.0,1188,7.6,7.6,0,8.91,0.03,35.64,0.1,2,0,2
16604,648.0,648,4.48,4.48,0,8.91,0.0,0.0,0.1,5,0,5
16692,1620.0,1620,5.33,5.33,0,8.91,0.01,16.2,0.1,1,0,1
19209,1620.0,1620,5.33,5.33,1,10.0,0.22,356.4,0.1,12,0,12
19480,1620.0,1620,8.0,8.0,0,8.91,0.01,16.2,0.1,47,0,20
19582,1620.0,1620,5.33,5.33,1,9.0,0.34,550.8,0.1,67,0,20
19612,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,12,0,12
19829,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,112,0,20
20337,1620.0,1620,8.0,8.0,0,8.91,0.01,16.2,0.1,0,0,0
21293,1620.0,1620,8.0,8.0,0,8.91,0.01,16.2,0.1,0,0,0
24716,1620.0,1620,7.99,7.99,0,8.91,0.0,0.0,0.1,14,0,14
24956,2160.0,2160,8.53,8.53,0,8.91,0.15,324.0,0.1,3,0,3
25766,2160.0,2160,8.0,8.0,0,8.91,0.45,972.0,0.1,253,0,20
27079,1620.0,1620,10.07,10.07,1,10.0,0.17,275.4,0.1,191,0,20
27268,1620.0,1620,8.0,8.0,0,8.91,0.84,1360.8,1.0,109,0,20
27798,1620.0,1620,5.33,5.33,0,8.91,0.23,372.6,1.0,220,0,20
28729,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,1,1,1
29345,648.0,648,7.99,7.99,1,7.0,0.31,200.88,0.1,208,0,20
29572,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,81,1,20
29906,2160.0,2160,8.0,8.0,0,8.91,0.45,972.0,0.1,38,0,20
30532,2160.0,2160,5.33,5.33,1,10.0,0.29,626.4,0.1,236,0,20
32334,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0.1,193,0,20
32481,2160.0,2160,8.0,8.0,0,8.91,0.72,1555.2,0.1,271,0,20
32858,1332.0,3996,6.22,18.65,0,8.91,0.0,0.0,0.1,257,1,20
33432,2160.0,2160,8.0,8.0,0,8.91,0.2,432.0,0.1,243,0,20
122,1188.0,1188,25.6,25.6,1,7.0,0.5,594.0,0.1,273,0,20
1284,1188.0,1188,8.53,8.53,0,8.91,0.0,0.0,0.1,14,1,14
3701,324.0,324,8.0,8.0,0,8.91,0.0,0.0,0.1,4,0,4
4228,1620.0,1620,5.93,5.93,0,8.91,0.02,32.4,0.1,0,0,0
6337,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,258,0,20
6997,1620.0,1620,8.0,8.0,1,10.0,0.76,1231.2,0.1,248,0,20
7238,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,4,0,4
10180,2160.0,2160,8.0,8.0,0,8.91,0.22,475.2,0.1,19,0,19
12400,1620.0,1620,5.93,5.93,1,10.0,1.0,1620.0,2.0,256,0,20
19287,2160.0,2160,5.69,5.69,0,8.91,0.13,280.8,0.1,5,0,5
21159,1188.0,1188,8.0,8.0,1,10.0,1.0,1188.0,0.1,160,0,20
25760,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,33,1,20
27914,1188.0,1188,8.0,8.0,0,8.91,0.13,154.44,0.1,252,0,20
28306,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,242,1,20
30786,1188.0,1188,8.0,8.0,0,8.91,0.02,23.76,0.1,13,0,13
31031,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,155,0,20
31541,2160.0,2160,5.69,5.69,0,8.91,0.33,712.8,0.1,184,0,20
32593,648.0,648,5.33,5.33,0,8.91,0.21,136.08,0.1,61,0,20
843,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,65,1,20
3524,1620.0,1620,8.0,8.0,0,8.91,0.9,1458.0,0.1,44,0,20
15557,1188.0,1188,26.13,25.6,1,9.0,0.0,0.0,0.1,246,1,20
15678,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,40,0,20
18294,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,134,0,20
20155,2160.0,2160,5.69,5.69,0,8.91,0.15,324.0,0.1,233,0,20
29749,2160.0,2160,8.0,8.0,0,8.91,0.12,259.2,0.1,14,0,14
32743,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,79,1,20
32828,2160.0,2160,25.6,25.6,0,8.91,0.0,0.0,0.1,200,0,20
2017,2160.0,2160,8.0,8.0,0,8.91,0.01,21.6,0.1,101,0,20
3880,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
3990,216.0,216,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
4660,324.0,324,8.0,8.0,1,9.0,0.0,0.0,0.1,0,0,0
6306,1620.0,1620,8.22,8.22,0,8.91,0.58,939.6,0.1,16,0,16
6945,648.0,648,8.53,8.53,0,8.91,0.0,0.0,0.1,101,0,20
7500,1620.0,1620,5.33,5.33,1,8.0,0.3,486.0,0.1,2,0,2
7860,1890.0,3780,5.33,10.67,0,8.91,0.0,0.0,0.1,0,1,0
8472,1188.0,1188,21.59,21.59,1,10.0,0.63,748.44,0.1,91,0,20
10927,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,0,1,0
11885,1620.0,1620,10.07,10.07,1,7.0,0.79,1279.8,0.1,67,0,20
12292,1620.0,1620,7.99,7.99,0,8.91,0.48,777.6,0.1,259,0,20
14700,2160.0,2160,5.33,5.33,0,8.91,0.45,972.0,0.1,77,0,20
15644,1188.0,1188,8.22,8.22,0,8.91,0.0,0.0,0.1,0,0,0
22199,1620.0,1620,8.0,8.0,0,8.91,0.23,372.6,0.1,0,0,0
22200,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
22644,2160.0,2160,8.0,8.0,1,10.0,0.35,756.0,0.1,17,0,17
22918,1188.0,1188,8.53,8.53,0,8.91,0.3,356.4,0.1,22,0,20
23690,2160.0,2160,8.0,8.0,0,8.91,0.01,21.6,0.1,42,0,20
26484,648.0,648,5.69,5.69,0,8.91,0.0,0.0,0.1,0,0,0
1382,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
1806,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
1883,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
1915,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
1971,1188.0,1188,8.0,8.0,1,10.0,0.62,736.56,0.1,26,0,20
2709,1080.0,1080,15.19,15.19,1,10.0,1.0,1080.0,1.0,242,0,20
2717,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,0,0,0
5152,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,0,0,0
6547,2160.0,2160,25.59,25.59,0,8.91,0.0,0.0,5.0,220,1,20
7481,1620.0,1620,8.0,8.0,0,8.91,0.16,259.2,0.1,272,0,20
7746,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
7809,2160.0,2160,8.0,8.0,0,8.91,0.49,1058.4,0.1,273,0,20
7845,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
7899,1620.0,1620,10.07,10.07,0,8.91,0.08,129.6,0.1,278,0,20
8633,1080.0,1080,5.33,5.33,1,8.0,0.7,756.0,0.1,104,0,20
9297,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,49,0,20
9712,2160.0,2160,25.59,25.59,0,8.91,0.63,1360.8,0.1,20,0,20
9812,1188.0,1188,5.57,5.57,0,8.91,0.0,0.0,0.1,0,1,0
9832,2160.0,2160,5.33,5.33,0,8.91,0.83,1620.0,0.1,71,0,20
10652,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,207,1,20
11173,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,144,0,20
11827,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,28,0,20
12882,1404.0,2808,9.67,19.34,0,8.91,0.0,0.0,0.1,18,1,18
12966,2160.0,2160,10.07,10.07,1,9.5,0.0,0.0,0.1,84,1,20
13024,1620.0,1620,5.33,5.33,0,8.91,0.86,1393.2,0.1,95,0,20
13399,2160.0,2160,8.0,8.0,0,8.91,0.9,1620.0,0.1,64,0,20
13607,918.0,1836,7.99,15.99,0,8.91,0.0,0.0,0.1,41,1,20
13875,1188.0,1188,5.33,5.33,0,8.91,0.26,308.88,0.1,83,0,20
13969,1620.0,1620,8.0,8.0,0,10.0,0.0,0.0,0.1,9,1,9
14987,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,259,1,20
15507,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
15967,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0.1,33,0,20
16531,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
19307,2160.0,2160,3.86,4.18,1,6.0,0.03,64.8,0.1,9,0,9
20123,1188.0,1188,8.0,8.0,0,8.91,0.74,879.12,0.1,277,0,20
20180,1620.0,1620,5.33,5.33,0,8.91,0.12,194.4,0.1,77,0,20
20840,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
22649,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,69,0,20
23650,1620.0,1620,8.45,8.45,0,8.91,0.0,0.0,0.1,0,0,0
23782,2160.0,2160,8.0,8.0,0,8.91,0.01,21.6,0.1,6,0,6
24172,1620.0,1620,5.02,5.02,0,8.91,0.0,0.0,0.1,0,0,0
24307,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,34,0,20
25027,1188.0,1188,5.33,5.33,0,8.91,0.07,83.16,0.1,133,0,20
25344,1080.0,1080,5.33,5.33,1,10.0,1.0,1080.0,1.0,11,0,11
26095,2160.0,2160,8.0,8.0,0,8.91,0.2,432.0,0.1,10,0,10
26928,1674.0,3348,5.33,10.67,0,8.91,0.0,0.0,0.1,0,1,0
27011,540.0,540,5.33,5.33,1,6.0,0.91,491.4,2.0,41,0,20
27963,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
29185,1404.0,2808,9.26,18.51,0,10.0,0.0,0.0,0.1,48,1,20
30375,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
30498,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,176,0,20
30522,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,18,0,18
30740,2160.0,2160,5.33,5.33,0,8.91,0.34,734.4,0.1,277,0,20
30839,2160.0,2160,5.69,5.69,0,8.91,0.0,0.0,0.1,0,0,0
31564,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,46,0,20
31575,2160.0,2160,25.6,25.6,0,8.91,0.0,0.0,0.1,0,0,0
33641,2160.0,2160,25.59,25.59,0,8.91,0.0,0.0,0.1,0,0,0
1117,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,0,0,0
1641,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,155,0,20
2407,648.0,648,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
2881,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
3089,2160.0,2160,7.51,7.51,0,8.91,0.04,86.4,0.1,175,0,20
3485,1620.0,1620,8.0,8.0,0,8.91,0.1,162.0,0.1,34,0,20
3539,540.0,540,8.0,8.0,0,8.91,0.12,64.8,0.1,0,0,0
4349,2160.0,2160,10.07,10.07,0,8.91,0.08,172.8,0.1,33,0,20
5050,2160.0,2160,8.0,8.0,0,8.91,0.47,1015.2,0.1,72,0,20
5132,648.0,648,5.33,5.33,1,10.0,0.6,388.8,0.1,88,0,20
5470,2160.0,2160,8.0,8.0,0,8.91,0.59,1274.4,0.1,275,0,20
6084,1080.0,1080,8.53,8.53,1,8.0,0.68,734.4,0.1,9,0,9
7444,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
9152,2160.0,2160,5.69,5.69,0,8.91,0.01,21.6,0.1,49,0,20
9326,1188.0,1188,8.0,8.0,0,8.91,0.2,237.6,0.1,43,0,20
9871,2160.0,2160,7.51,7.51,0,8.91,0.0,0.0,0.1,2,0,2
10260,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,0,0,0
10806,1350.0,2700,6.78,13.56,0,8.91,0.0,0.0,0.1,0,1,0
10816,2160.0,2160,8.53,8.53,0,8.91,0.0,0.0,0.1,0,0,0
10919,2160.0,2160,5.33,5.33,1,10.0,1.0,1620.0,0.1,260,0,20
11850,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,18,0,18
12797,1620.0,1620,7.99,7.99,0,8.91,0.0,0.0,0.1,150,1,20
13630,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
15488,2160.0,2160,3.86,4.18,0,8.91,0.0,0.0,0.1,0,0,0
15607,1080.0,1080,7.99,7.99,0,8.91,0.0,0.0,0.1,0,0,0
15781,1188.0,1188,8.45,8.45,0,6.0,0.0,0.0,0.1,0,1,0
16195,2160.0,2160,8.0,8.0,1,8.0,0.38,820.8,0.1,78,0,20
16616,648.0,648,5.33,5.33,0,8.91,0.48,311.04,0.1,2,0,2
16892,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
17285,1620.0,1620,3.86,4.18,0,8.91,0.0,0.0,0.1,0,1,0
18568,2160.0,2160,5.69,5.69,1,10.0,0.33,712.8,0.1,277,0,20
18728,1080.0,1080,8.53,8.53,0,8.91,0.0,0.0,0.1,0,0,0
18922,648.0,648,5.33,5.33,0,8.91,0.21,136.08,0.1,2,0,2
19429,1620.0,1620,5.33,5.33,0,8.91,0.07,113.4,0.1,1,0,1
20751,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
20798,2160.0,2160,7.6,7.6,0,8.91,0.02,43.2,0.1,232,0,20
20913,1620.0,1620,8.0,8.0,0,8.91,0.2,324.0,0.1,26,0,20
21278,2160.0,2160,5.33,5.33,0,8.91,0.18,388.8,0.1,0,0,0
21770,2160.0,2160,5.61,5.61,0,8.91,0.0,0.0,0.1,0,0,0
24281,1188.0,1188,5.33,5.33,0,8.91,0.03,35.64,0.1,4,0,4
25198,540.0,540,7.6,7.6,1,10.0,1.0,540.0,0.1,21,0,20
25278,1188.0,1188,5.86,5.86,0,8.91,0.05,59.4,0.1,168,0,20
25381,1620.0,1620,7.99,7.99,0,8.91,0.29,469.8,0.1,172,0,20
26166,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
26750,540.0,540,8.0,8.0,1,10.0,0.66,356.4,0.1,9,0,9
27889,2160.0,2160,5.33,5.33,1,9.0,1.0,1620.0,3.0,278,0,20
28234,2160.0,2160,5.33,5.33,0,8.91,0.04,86.4,0.1,175,0,20
28984,2160.0,2160,5.69,5.69,0,8.91,0.0,0.0,0.1,21,0,20
29599,1620.0,1620,5.33,5.33,1,10.0,0.27,437.4,0.1,9,0,9
30092,2160.0,2160,5.33,5.33,1,9.0,0.49,1058.4,0.1,82,0,20
30348,324.0,324,8.53,8.53,0,8.91,0.0,0.0,0.1,219,1,20
31726,2160.0,2160,8.22,8.22,0,8.91,0.1,216.0,0.1,0,0,0
31820,1620.0,1620,5.33,5.33,0,8.91,0.26,421.2,0.1,40,0,20
31842,1620.0,1620,7.99,7.99,0,8.91,0.07,113.4,0.1,249,0,20
32519,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0.1,0,0,0
33241,2160.0,2160,5.61,5.61,0,8.91,0.01,21.6,0.1,5,0,5
233,1404.0,2808,5.33,10.67,0,8.91,0.0,0.0,0.1,30,1,20
817,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
822,1188.0,1188,8.0,8.0,0,8.91,0.03,35.64,0.1,5,0,5
1061,1188.0,1188,8.0,8.0,1,7.0,0.12,142.56,0.1,3,0,3
1476,1188.0,1188,8.0,8.0,0,8.91,0.28,332.64,0.1,30,0,20
1536,2160.0,2160,5.33,5.33,0,8.91,0.01,21.6,0.1,2,0,2
1808,1350.0,2700,5.33,10.66,0,8.91,0.0,0.0,0.1,9,1,9
3576,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
3857,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
4036,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4193,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
5972,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
6875,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
7085,2160.0,2160,5.33,5.33,0,8.91,0.01,21.6,0.1,23,0,20
7197,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,34,1,20
7574,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
7649,1620.0,1620,5.33,5.33,1,9.0,0.35,567.0,0.1,7,0,7
8806,2160.0,2160,10.07,10.07,0,8.91,0.0,0.0,0.1,9,0,9
9444,1188.0,1188,10.13,10.13,1,8.0,0.49,582.12,0.1,63,0,20
9673,2160.0,2160,5.33,5.33,1,9.0,0.09,194.4,0.1,246,0,20
9809,2160.0,2160,7.51,7.51,0,8.91,0.0,0.0,0.1,274,1,20
10769,2160.0,2160,5.93,5.93,0,8.91,0.0,0.0,0.1,217,0,20
11119,2160.0,2160,8.0,8.0,1,10.0,0.33,712.8,0.1,262,0,20
12717,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
13211,2160.0,2160,4.48,4.48,0,8.91,0.0,0.0,0.1,0,0,0
13370,2160.0,2160,5.33,5.33,1,8.0,0.36,777.6,0.1,251,0,20
13528,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
14003,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
